,id,sentiment,review
44,"""10135_2""",0,"""I just watched this movie on Starz. Let me go through a few things i thought could have been improved; the acting, writing, directing, special effects, camera crew, sound, and lighting. It also seemed as though the writers had no idea anything that had to do with the movie. Apparently back in 2007, when the dollar was stronger you could buy a super advanced stealth bomber that could go completely invisible for $75 million. Now-a-days those things cost about $3 billion and they cant go invisible. Apparently you can fly from the US to the middle east in an hour. There was a completely random lesbian scene, which I didn't mind, but it seemed like a lame attempt to get more guys to see it. The camera would randomly zoom in on actors and skip to random scenes. Oh yeah, since its a Steven Segal movie, its predictable as hell. All in all I rank it right up there with Snakes on a Plane."""
45,"""4221_8""",1,"""I loved the episode but seems to me there should have been some quick reference to the secretary getting punished for effectively being an accomplice after the fact. While I like when a episode of Columbo has an unpredictable twist like this one, its resolution should be part of the conclusion of the episode, along with the uncovering of the murderer.<br /><br />The interplay between Peter Falk and Ruth Gordon is priceless. At one point, Gordon, playing a famous writer, makes some comment about being flattered by the famous Lt. Columbo, making a tongue-in-cheek allusion to the detective's real life fame as a crime-solver. This is one of the best of many great Columbo installments."""
46,"""9983_3""",0,"""This film is a massive Yawn proving that Americans haven't got the hang of farce. Even when it has already been written for them! The original film \""Hodet Over Vannet\"" is a witty comedy of errors that I would rate 8/10. It isn't just about a linguistic translation, but certain absurd chains of events are skipped entirely, robbing the film of its original clever farcical nature and turning it into a cheap \""oops there go my trousers\"" style of farce."""
47,"""9788_9""",1,"""I was at the same screenwriters conference and saw the movie. I thought the writer - Sue Smith - very clearly summarised what the film was about. However, the movie really didn't need explanation. I thought the themes were abundantly clear, and inspiring. A movie which deals with the the ability to dare, to face fear - especially fear passed down from parental figures - and overcome it and, in doing so, embrace life's possibilities, is a film to be treasured and savoured. I enjoyed it much more than the much-hyped 'Somersault.' I also think Mandy62 was a bit unkind to Hugo Weaving. As a bloke about his vintage, I should look so good! I agree that many Australian films have been lacklustre recently, but 'Peaches' delivers the goods. I'm glad I saw it."""
48,"""7316_1""",0,"""When I saw the previews for this movie, I didn't expect much to begin with - around a second rate teen horror movie. But wow, this movie was absolutely awful. And that's being generous.<br /><br />First of all, the casting for the movie was terrible. You feel no sympathy (or for that matter any morbid feeling) for the characters. The acting was so terrible that I was just simply waiting and hoping for the God-awful thing to end.<br /><br />Secondly, there are points in the movie that had absolutely no relation to the plot whatsoever. Can somebody please explain to me why the girlish-looking boy starts screaming \""PANCAKES!!!\"" at the top of his lungs while going into Jackie Chan moves I've never seen before, and even further biting the guy who has the virus? Why does the father of the kid proceed to get angry with the virus-infected guy, and go on a redneck hunting spree to find him? I was left with a feeling of such confusion and utter disbelief that I literally said out loud, \""Where the hell did that come from?\""<br /><br />I just simply couldn't believe what I had seen. I really thought I had seen some bad movies, but I have to say that Cabin Fever tops them all. This movie made me want to puke and then puke again. Then blow my brains out.<br /><br />Please, save yourself an hour and a half and do something more productive. Watching grass grow, perhaps, is a proper alternative."""
49,"""9897_10""",1,"""Okay, sorry, but I loved this movie. I just love the whole 80's genre of these kind of movies, because you don't see many like this one anymore! I want to ask all of you people who say this movie is just a rip-off, or a cheesy imitation, what is it imitating? I've never seen another movie like this one, well, not horror anyway.<br /><br />Basically its about the popular group in school, who like to make everyones lives living hell, so they decided to pick on this nerdy boy named Marty. It turns fatal when he really gets hurt from one of their little pranks.<br /><br />So, its like 10 years later, and the group of friends who hurt Marty start getting High School reunion letters. But...they are the only ones receiving them! So they return back to the old school, and one by one get knocked off by.......Yeah you probably know what happens!<br /><br />The only part that disappointed me was the very end. It could have been left off, or thought out better.<br /><br />I think you should give it a try, and try not to be to critical!<br /><br />~*~CupidGrl~*~"""
50,"""9654_10""",1,"""Stephane Rideau was already a star for his tour de force in \""Wild Reeds,\"" and he is one of France's biggest indie stars. In this film, he plays Cedric, a local boy who meets vacationing Mathieu (newcomer Jamie Elkaim, in a stunning, nuanced, ethereal performance) at the beach. Mathieu has a complex relationship with his ill mother, demanding aunt and sister (with whom he has a competitive relationship). Soon, the two are falling in love.<br /><br />The film's fractured narrative -- which is comprised of lengthy flash-backs, bits and pieces of the present, and real-time forward-movement into the future -- is a little daunting. Director Sebastien Lifshitz doesn't signal which time-period we are in, and the story line can be difficult to follow. But stick it out: The film's final 45 minutes are so engrossing that you won't be able to take your eyes off the screen. By turns heart-breaking and uplifting, this film ranks with \""Beautiful Thing\"" as must-see cinema."""
51,"""2395_7""",1,"""Though it had the misfortune to hit the festival circuit here in Austin (SXSW Film) just as we were getting tired of things like Shakespeare in Love, and Elizabeth, this movie deserves an audience. An inside look at the staging of \""The Scottish Play\"" as actors call \""Macbeth\"" when producing it to avoid the curse, this is a crisp, efficient and stylish treatment of the treachery which befalls the troupe. With a wonderfully evocative score, and looking and sounding far better than its small budget would suggest, this is a quiet gem, not world-class, but totally satisfying."""
52,"""4439_4""",0,"""Yikes. This is pretty bad. The play isn't great to begin with, and the decision to transfer it to film does it no favours - especially as Peploe doesn't decide how she wants to treat the material's theatrical origins (we get occasional glances of an observing theatre audience etc.) and has decided to go with a jumpy editing style that is intended to keep reminding you that you're watching a film, whereas in fact it only serves to remind you that you are watching a very poor film by a director who is overwhelmed by her material. Mira Sorvino's central performance is breath-takingly poor: stage-y and plummy, it's as if she's playing the part via Helena Bonham-Carter's Merchant Ivory oeuvre. Only Fiona Shaw delivers a performance of note - and it may be that her theatrical pedigree means that she is best able to handle the material - but it's hard to watch a film for one performance alone, even if that performance is as light, truthful and entire as Shaw's. Ben Kingsley turns in an average and disengaged turn, and Diana Rigg's daughter, Rachel Stirling plays her supporting role as just that. Sadly, none of Bertolucci's magic has rubbed off on his wife if this film is to be the evidence."""
53,"""8516_2""",0,"""Last week, I took a look at the weekly Nielsen ratings, and there was Veronica Mars, supposedly \""the best show you're not watching\"".<br /><br />Well, they're right that you're not watching it. It aired twice and was ranked 147 and 145 out of 147.<br /><br />Translation: this is the lowest-rated show on any nationally broadcast network... and deservedly so. I tried to watch it a couple of times because of all the press coverage hyping it as a \""great\"" show, a \""realistic look\"" at life and all such nonsense. The reality was otherwise. Veronica Mars is a bore. It's as unrealistic as it gets, and it richly deserves to be canceled.<br /><br />The only Mystery is why CW felt compelled to put on its inaugural schedule the lowest-rated show in memory, after two years of continued commercial and artistic failure."""
54,"""9057_3""",0,"""<br /><br />What an absolutely crappy film this is. How or why this movie was made and what the hell Billy Bob Thornton and Charlize Theron were doing signing up for this mediocre waste of time is beyond me. Strong advise for anyone sitting down to catch a flick: DO NOT waste your time on this 'film'."""
55,"""11289_4""",0,"""Elizabeth Ward Gracen, who will probably only be remembered as one of Bill Clinton's \""bimbo eruptions\"" (they have pills for that now!) is probably the weakest element of this show. It really continues the tired formula of the Highlander Series- The hero immortal encounters another immortal with flashbacks about the last time they met, but there is some conflict, and there is a sword fight at the end where you have a cheap special effects sequence.<br /><br />Then you have the character of Nick Wolf. Basically, your typical unshaven 90's hero, with the typical \""Sexual tension\"" storyline. (Seriously, why do you Hollywood types think sexual tension is more interesting than sex.) This was a joint Canadian/French production, so half the series takes place in Vancouver imitating New York, and the other half is in Paris... Just like Highlander did."""
56,"""301_10""",1,"""'They All Laughed' is a superb Peter Bogdanovich that is finally getting the recognition it deserves, and why? their are many reasons the fact that it's set in new york which truly sets the tone, the fantastic soundtrack, the appealing star turns from Ben Gazzara, and the late John Ritter who is superb. and of course no classic is complete without Audrey Hepburn. the film is a light and breezy romantic comedy that is very much in the vein of screwball comedy from the thirties, film is essentially about the Odyssey detective agency which is run by Gazzara who with his fellow detectives pot smoking and roller skating eccentric Blaine Novak(the films co-producer) and John Ritter, basically the Gazzara falls for a rich tycoon magnate's wife(Hepburn) and Ritter falls for beautiful Dorothy Stratten who sadly murdered infamously after production, 'They All Laughed is essential viewing for Bogdanovich fans."""
57,"""4155_10""",1,"""What a stunning episode for this fine series. This is television excellence at its best. The story takes place in 1968 and it's beautifully filmed in black & white, almost a film noir style with its deep shadows and stark images. This is a story about two men who fall in love, but I don't want to spoil this. It is a rare presentation of what homosexuals faced in the 1960s in America. Written by the superb Tom Pettit, and directed by the great Jeannot Szwarc, we move through their lives, their love for each other, and their tragedy. Taking on such a sensitive issue makes this episode all the more stunning. Our emotions are as torn and on edge as the characters. Chills ran up my spine at the end when they played Bob Dylan's gorgeous, \""Ah, but I was so much older then, I'm younger than that now,\"" as sung by the Byrds. This one goes far past a 10 and all the way to the stars. Beautiful."""
58,"""8880_3""",0,"""This movie was o.k. but it could have been much better. There are some spooky moments but there aren't enough of them to make me ever want to see this movie again. There are some scenes you could fast forward through & not miss anything. The biggest flaw is that it is so predictable, & that is the reason why I rated it so low. It's watchable but don't expect anything great."""
59,"""9569_9""",1,"""As I understand it, after the Chinese took over Hong Kong, the infamous Cat. 3 Hong Kong movies kind of disappeared. At least until now, and what an amazing movie this one is. I knew it was a rough crime drama going in, but being the first Cat. 3 I've purchased that's been made recently, I wasn't sure what to expect.<br /><br />A Cambodian hit-man goes to Hong Kong to knock off the wife of a judge, who is also a lawyer. Turns out, the Judge made the arrangements for the hit-man, because she was divorcing the judge, and threatening to take all his money. This is all known within the first ten minutes, so nothing is being given away. After the hit, the cops locate the hit-man pretty fast, but in trying to arrest him, several police officers and civilians are killed. He eludes the police and now the race is on to catch the guy, before he escapes back to Cambodia. This is a movie that never stops, and hardly gives the viewer a chance to catch their breath. Yes, it is very violent and intense, many cops are killed, as the hit-man proves very very hard to track, and take down when they do locate him. Along the way, the hit-man in trying to hide in a dump, finds a women being raped and mistreated by some man. He helps her, and saves her from the guy, and she persuades the hit-man to take her along with him in his escape. I loved this movie, it's like a roller-coaster that just keeps moving and moving at high speed, as one incident leads to another, and the police at times are just as bad or worse as the hit-man. The acting is exceptionally good, and the location filming and photography is at time breathtaking. There's no let up in this movie, not even with the very very incredible ending. The ending is pretty much unbelievable, and also a fitting end to all the action and violence. Yes, the violence is brutal at times, but this is a very no nonsense crime drama, that will knock your socks off. \""Dog Eat Dog\"" definitely needs a more widespread release, including an R1 release for sure. Great movie, highly recommended."""
60,"""1510_8""",1,"""Yes, this IS a horror anthology film and it was a lot of fun! That's because although the film clearly was horror, some of the stories had a light spirit--and there were even occasionally a few laughs. This isn't at all a bad thing as sometimes horror films are a bit stuffy and overly serious. Because of this and because all four of the stories were pretty good, it's one of the better movies of this style I have seen.<br /><br />The unifying theme that connects each story is the house itself. Four different stories involve people who either rent the home or investigate what happened to the tenants.<br /><br />The first segment starred Denholm Elliott as a horror writer who has writer's block. So, for a change of scenery, they rent this house. Almost immediately Elliott's block vanishes and he works steadily on a tale about a serial killer. Amazingly, soon after his block vanishes he begins to actually see his fictional character! Again and again, the psychotic killer appears and then disappears--making it seem as if he is losing his mind. This might just be the best of the stories, as the nice twist ending makes the story come alive.<br /><br />The second, while not bad at all, is probably the weakest. Peter Cushing plays a bachelor who is pining for a girl friend who died some time ago (though the picture of her looked amazingly contemporary). When he enters a chamber of horrors wax museum in town, he sees a wax figure that reminds him of his lost lady and he is both fascinated and scared by this. Later, a friend (Joss Ackland) visits and he, too, sees the figure and is entranced by it. This all leads to an ending that, frankly, was a bit of a letdown.<br /><br />Christopher Lee then stars as an incredibly harsh and stern father to a pathetic little girl. During most of this segment, Lee seemed like an idiot, but in the end you can understand his demeanor. Though slow, this one ended very well.<br /><br />The fourth segment was the silliest and was meant to parody the genre. Jon Pertwee (the third \""Doctor\"" from the DR. WHO television series) is a very temperamental actor known for his portrayals of Dracula. However, nothing is right about the film according to him and in a fit of pique, he stomps off the set to find better props for this vampire film. It's actually pretty interesting that he played this role, as it seemed like a natural for Christopher Lee who played Dracula or other vampires a bazillion times (give or take a few). I enjoyed Pertwee's line when he basically said that Lee's and other recent incarnations of Dracula were all crap compared to Bela Lugosi's! Perhaps this is why Lee didn't take this part! Despite some very silly moments, it was very entertaining and fun--possibly as good or better than the first segment.<br /><br />Considering that the film started and ended so well, had excellent acting and writing, it's hard not to like this film."""
61,"""1782_4""",0,"""A charming boy and his mother move to a middle of nowhere town, cats and death soon follow them. That about sums it up.<br /><br />I'll admit that I am a little freaked out by cats after seeing this movie. But in all seriousness in spite of the numerous things that are wrong with this film, and believe me there is plenty of that to go around, it is overall a very enjoyable viewing experience.<br /><br />The characters are more like caricatures here with only their basis instincts to rely on. Fear, greed, pride lust or anger seems to be all that motivate these people. Although it can be argued that that seeming failing, in actuality, serves the telling of the story. The supernatural premise and the fact that it is a Stephen King screenplay(not that I have anything specific against Mr. King) are quite nicely supported by some interesting FX work, makeup and quite suitable music. The absolute gem of this film is without a doubt Alice Krige who plays Mary Brady, the otherworldly mother.<br /><br />King manages to take a simple story of outsider, or people who are a little different(okay - a lot in this case), trying to fit in and twists it into a campy over the top little horror gem that has to be in the collection of any horror fan."""
62,"""8352_1""",0,"""I rented this movie because it falls under the genres of \""romance\"" and \""western\"" with some Grand Canyon scenery thrown in. But if you're expecting a typical wholesome romantic western, forget it. This movie is pure trash! The romance is between a YOUNG GIRL who has not even gone through puberty and a MIDDLE-AGED MAN! The child is also lusted after by other leering men. It's sickening.<br /><br />Peter Fonda is portrayed as being virtuous by trying to resist his attraction to Brooke Shields, and her character is mostly the one that pursues the relationship. He tries to shoo her off at first but eventually he gives in and they drive off as a happy, loving couple. It's revolting.<br /><br />I don't see how this movie could appeal to anyone except pedophiles."""
63,"""5983_8""",1,"""I first saw this film as a teenager. It was at a time when heavy metal ruled the world. Trick Or Treat has every element for a movie that rocks. With a cast that features Skippy from Family Ties, Gene Simmons of Kiss and Ozzy Osbourne as a Preacher, how can you go wrong? Backwards evil messages played on vinyl! Yes thats right, they use records in this movie. In one scene Eddie (Skippy) is listening to a message from the evil rockstar on his record player when things begin to get scary. Monsters start to come out of his speakers and his stereo becomes possessed. As a teenager I tried playing my records backwards hoping it would happen to mine. Almost 20 years later Trick Or Treat is still one of my all time favorite movies."""
64,"""11232_1""",0,"""IT IS So Sad. Even though this was shot with film i think it stinks a little bit more than flicks like Blood Lake, There's Nothing Out There & . The music they play in this is the funniest stuff i've ever heard. i like the brother and sister in this movie. They both don't try very hard to sound sarcastic when they're saying stuff like \""My friends are going to be so jealous!\"" Hey, whats with the killer only wearing his mask in the beginning? Thats retarded! I practically ignored the second half of this. My favorite part about this movie is the sound effect they use when the killer is using the axe. The same exact sound for every chop!"""
65,"""796_3""",0,"""A somewhat dull made for tv movie which premiered on the TBS cable station. Antonio and Janine run around chasing a killer computer virus and...that's about it. For trivia buffs this will be noted as debuting the same weekend that the real life 'Melissa' virus also made it's debut in e-mail inboxes across the world."""
66,"""1150_10""",1,"""WARNING: POSSIBLE SPOILERS (but not really - keep reading). Ahhh, there are so many reasons to become utterly addicted to this spoof gem that I won't have room to list them all. The opening credits set the playful scene with kitsch late 1950s cartoon stills; an enchanting Peres 'Prez' Prado mambo theme which appears to be curiously uncredited (but his grunts are unmistakable, and no-one else did them); and with familiar cast names, including Kathy Najimi a full year before she hit with Sister Acts 1 & 2 plus Teri Hatcher from TV's Superman.<br /><br />Every scene is imbued with shallow injustices flung at various actors, actresses and producers in daytime TV. Peeking behind the careers of these people is all just an excuse for an old-fashioned, delicious farce. Robert Harling penned this riotous spoof that plays like an issue of MAD Magazine, but feels like a gift to us in the audience. Some of the cliched characters are a bit dim, but everyone is drizzling with high jealousy, especially against Celeste Talbert (Sally Field) who is the show's perennial award-winning lead, nicknamed \""America's Sweetheart\"". The daytime Emmies-like awards opening does introduce us to Celeste's show, The Sun Also Sets. Against all vain fears to the contrary, Celeste wins again. She is overjoyed, because it's always \""such a genuine thrill\"": \""Adam, did you watch? I won! Well, nguh...\"" The reason for Adam's absence soon becomes the justification for the entire plot, and we're instantly off on a trip with Celeste's neuroses. She cries, screeches, and wrings her hands though the rest of the movie while her dresser Tawnee (Kathy Najimi, constantly waddling after Celeste, unseen through Celeste's fog of paranoia) indulges a taste for Tammy Faye Baker, for which Tawnee had been in fact specifically hired.<br /><br />Rosie Schwartz (Whoopi Goldberg) has seen it all before. She is the head writer of the show, and she and Celeste have been excellent support networks to each other for 15 years. So when Celeste freaks, Rosie offers to write her off the show for six months: \""We'll just say that Maggie went to visit with the Dalai Lama.\"" But Celeste has doubts: \""I thought that the Dalai Lama moved to LA.\"" \""-Well, then, some other lama, Fernando Lamas, come on!\"". Such a skewering line must be rather affronting to still living beefcake actor Lorenzo Lamas, son of aforementioned Fernando Lamas (d. 1982).<br /><br />Those who can remember the economics teacher (Ben Stein) in Ferris Bueller's Day Off (1986) as he deadeningly calls the roll (\""Bueller. Bueller. Bueller\""), will take secret pleasure from seeing him again as a nitwit writer. Other well hidden member of the cast include Garry Marshall (in real life Mr Happy Days and brother of Penny), who \""gets paid $1.2 million to make the command decisions\"" on The Sun Also Sets - he says he definitely likes \""peppy and cheap\""; and Carrie Fisher as Betsy Faye Sharon, who's \""a bitch\"".<br /><br />Geoffrey Anderson (Kevin Kline) is the \""yummy-with-a-spoon\"" (and he is, by the way) dinner theater actor now rescued from his Hell by David Seaton Barnes (Robert Downey Jr), and brought back to the same show he was canned from 20 years earlier. Of course this presents some logical challenges for the current scriptwriters because his character, Rod Randall, was supposed to have been decapitated all those years ago. Somehow they work out the logical difficulties, and Geoffrey Anderson steps off the choo-choo.<br /><br />Celeste can now only get worse, and her trick of going across the Washington bridge no longer helps. First, her hands shake as she tries to put on mascara, but she soon degenerates into a stalker. Unfortunately, she cannot get rid of Geoffrey Anderson so easily. Geoffrey's been promised development of his one-man play about Hamlet, and he means to hold the producer to that promise. \""I'm not going back to Florida no-how!\"", argues Geoffrey. \""You try playing Willie Loman in front of a bunch of old farts eating meatloaf !\"" And indeed, seeing Geoffrey's dinner theater lifestyle amongst all the hocking and accidents is hilarious. Back in Florida in his Willie Loman fat suit in his room, Geoffrey Anderson used to chafe at being called to stage as \""Mr Loman\"". He was forced to splat whatever cockroaches crawled across his TV with a shoe, and to use pliers instead of the broken analog channel changer. Now he find himself as the yummy surgeon dating Laurie Craven, the show's new ingenue; so he's not leaving.<br /><br />Beautiful Elizabeth Shue (as Laurie) rounds out the amazing ensemble cast who all do the fantastic job of those who know the stereotypes all too well. But, of course, the course to true love never did run smoothly. Montana Moorehead (Cathy Moriarty) is getting impatient waiting for her star to rise, and is getting desperate for some publicity.<br /><br />Will her plots finally succeed? Will Celeste settle her nerves, or will she kill Tawnee first? Will the producer get Mr Fuzzy? -You'll just have to watch * the second half * of this utterly lovable, farcically malicious riot.<br /><br />And you'll really have to see to believe how the short-sighted Geoffrey reads his lines without glasses live off the TelePrompter. If you are not in stitches with stomach-heaving laughter and tears pouring down your face, feel free to demand your money back for the video rental. Soapdish (1991) is an unmissable gem that you will need to see again and again, because it's not often that a movie can deliver so amply with so many hilarious lines. This is very well-crafted humor, almost all of it in the writing. A draw with Blazing Saddles (1974) for uproarious apoplexy value, although otherwise dissimilar. Watch it and weep. A happy source for anyone's video addiction. 10 out of 10."""
67,"""11268_1""",0,"""I was hoping that this film was going to be at least watchable. The plot was weak to say the least. I was expecting a lot more considering the cast line up (I wonder if any of them will include this on their CVs?). At least I didn't pay to rent it. The best part of the film is definitely Dani Behr, but the rest of the film is complete and utter PANTS."""
68,"""10064_10""",1,"""The King of Masks is a beautifully told story that pits the familial gender preference towards males against human preference for love and companionship. Set in 1930s China during a time of floods, we meet Wang, an elderly street performer whose talents are magical and capture the awe of all who witness him. When a famous operatic performer sees and then befriends Wang, he invites Wang to join their troupe. However, we learn that Wang's family tradition allows him only to pass his secrets to a son. Learning that Wang is childless, Wang is encouraged to find an heir before the magic is lost forever. Taking the advice to heart, Wang purchases an 8 year old to fulfill his legacy; he would teach his new son, Doggie, the ancient art of silk masks. Soon, Wang discovers a fact about Doggie that threatens the rare and dying art.<br /><br />Together, Wang and Doggie create a bond and experience the range of emotions that invariably accompany it. The story is absorbing. The setting is serene and the costuming simple. Summarily, it is an International Award winning art film which can't help but to move and inspire."""
69,"""6666_4""",0,"""I really wanted to like this film, but the story is ridicules. I don't want to spoil this film, - don't worry right from the begin you know something bad is going to happen - but here's an example of how sloppy this film was put together. The Cowboy and \""Twig\"" ride up the ridge. The Cowboy has a handle bar mustache. The Cowboy and \""Twig\"" get into a shoot out and race half way down the ridge. The Cowboy is clean shaven through out the rest of the film. Sometime between the gun fight and the ride down the mountain the cowboy has had time to shave, in dark, on the back of a horse.<br /><br />To be fair, the acting by the four main characters is solid."""
70,"""11471_7""",1,"""I am a big fan of cinema verite and saw this movie because I heard how interesting it was. I can honestly say it was very interesting indeed. The two lead actors are awesome, the film isn't ever boring, and the concept behind it (though obviously inspired by the Columbine killings and the home movies of the killers) is really interesting. There are some weaknesses, such as the final 20 minutes which really detracts from the realism seen in the first hour or so and the ending really doesn't make any sense at all. The shaky camera sometimes can be a distraction, but in cinema verite that is a given. But I still think the movie is very well done and the director Ben Coccio deserves some credit."""
71,"""9343_1""",0,"""How do I begin to review a film that will soon be recognized as the `worst film of all time' by the `worst director of all time?' A film that could develop a cult following because it's `so bad it's good?'<br /><br />An analytical approach criticizing the film seems both pointless and part of band-wagon syndrome--let's bash freely without worry of backlash because every other human on earth is doing it, and the people who like the film like it for those flaws we'd cite.<br /><br />The film's universal poor quality goes without saying-- 'Sixteen Years of Alcohol' is not without competition for title of worst film so it has to sink pretty low to acquire the title and keep a hold of it, but I believe this film could go the distance. IMDb doesn't allow enough words to cite all the films failures, and it be much easier to site the elements 'Sixteen Years of Alcohol' does right. Unfortunately, those moments of glory are so far buried in the shadows of this film's poorness that that's a task not worth pursuing.<br /><br />My impressions? I thought I knew what I was getting into, I had been warned to drink several cups of coffee before sitting down to watch this one (wish that suggestion had been cups of Vodka). Despite my low expectations, 'Sixteen Years of Alcohol' failed to entertain me even on a `make fun of the bad movie' level. Not just bad, but obnoxiously bad as though Jobson intentionally tried to make this film a poetical yawn but went into overkill and shoved the poetry down our throats making it not profound but funny . .. and supposedly Jobson sincerely tried to make a good movie? Even after viewing the 'Sixteen Years of Alcohol' promotional literature, I have trouble believing Jobson's sincerity. Pointless and obnoxious till the end with a several grin/chuckle moments (all I'm sure none intentional)spiced the film, and those few elements prevented me from turning the DVD off. So bad it's good? No. It had just enough 'I can't believe this is a serious movie moments' to keep me from turning it off, and nothing more.<br /><br />Definitely a film to watch with a group of bad-movie connoisseurs. Get your own running commentary going. That would've significantly improved the experience for me. So bad it's Mike Myers commentating in his cod Scottish accent on it as it runs, to turn this whole piece of sludge into a comic farce \""Ok dare ma man, pass me annuder gliss of dat wiskey\""."""
72,"""1142_3""",0,"""You've been fouled and beaten up in submission by my harsh statements about \""femme fatale\"" / \""guns n' gals\"" movies! Now comes another breed in disappointing rediscoveries: ninja movies! Many of these I've seen before, and let me tell you, they aren't all that's cracked up to be! They usually don't stick to the point. This, among all others, suffers from no originality! What's a ninja got to do with preventing a nuclear holocaust in Russia? And isn't this supposed to be a \""martial arts\"" movie, too? Does plenty of gunfire sound like an incredible action movie to you? Is blood the number one reason to love this to death? Will you waste some of your hard-earned cash over a lady singing in her see-through tank top? The answers to these important questions are found in THE NINJA MISSION, which should be in the martial arts section of your video store. For even more nonsense ninja fun, try checking out those Godfrey Ho movies put out by Trans World. You get what you deserve, and that's a promise! Recommended only for hardcore ninja addicts!"""
73,"""6403_3""",0,"""....as to the level of wit on which this comedy operates. Barely even reaching feature length, \""Can I Do It....'Till I Need Glasses\"" is a collection of (mostly) dirty jokes. Many of them are so short that you can't believe it when you realize that THAT was supposed to be the punchline (example: the Santa Claus gag); others are so long that you can't believe it when you realize that they needed so much time to set up THAT punchline (example: the students' awards gag). And nearly all are directed without any artistry. Don't get me wrong: about 1 every 10 jokes actually manages to be funny (the iron / phone one is probably my favorite). There is also some wonderful full-frontal nudity that proves, yet again, that the female body, especially in its natural form, is the best thing on this planet (there is some comedic male nudity as well). And I agree with others that the intentionally stupid title song is actually pretty damn catchy! But none of those reasons are enough to give this film anything more than * out of 4."""
74,"""5440_2""",0,"""I have been a huge Lynn Peterson fan ever since her breakthrough role in the 1988 blockbuster movie \""Far North\"", and even though I loved her in her one other film \""Slow\"" (2004) where she plays \""Francis\"", this is by far and away her strongest role.<br /><br />Lynn, as I'm sure you all know (or should), plays the critical role of \""Driver\"".<br /><br />Unfortunately, other than Lynn's amazing performance, I'm afraid this movie doesn't really have much going for it.<br /><br />Oh wait - there was one other thing - the amazing creativity of the editing to remove profanity for TV viewers. Memorable lines like: \""You son-of-a-gun!\"", \""You son-of-a-witch!\"", \""Shoot!\"", and \""Well, Forget You!\""<br /><br />O.K. Bye.<br /><br />P.S.: Does anyone know where I can get another Lynn Peterson poster?"""
75,"""8697_7""",1,"""Often laugh out loud funny play on sex, family, and the classes in Beverly Hills milks more laughs out of the zip code than it's seen since the days of Granny and Jed Clampett. Plot centers on two chauffers who've bet on which one of them can bed his employer (both single or soon to be single ladies, quite sexy -- Bisset and Woronov) first. If Manuel wins, his friend will pay off his debt to a violent asian street gang -- if he loses, he must play bottom man to his friend! <br /><br />Lots of raunchy dialogue, fairly sick physical humour, etc. But a lot of the comedy is just beneath the surface. Bartel is memorable as a very sensual oder member of the family who ends up taking his sexy, teenaged niece on a year long \""missionary trip\"" to Africa.<br /><br />Hilarious fun."""
76,"""8459_3""",0,"""Some very interesting camera work and a story with much potential. But it never comes together as anything more than a student's graduate thesis in film school.<br /><br />There are two primary reasons for this. Fist, there is not a single likable character, not even a villain we might admire for his/her chutzpah. Secondly, all the acting is awful - even from veteran Willem DaFoe. The ham is so plentiful here, you feel like you're at a picnic - but one of those wretched company employee picnics where you drink too much cheap beer and get your hangover before you even stop drinking. Then you eat an underdone hotdog and throw up.<br /><br />All right, I'm being a little rough on a young director who might still go places - as I said, the camera work is quite good.<br /><br />But I feel cheated - the blurb for this film suggests we will get to watch a \""Modern western\"", and the DVD packaging has pictures on it that suggest this as well - but nobody actually connected to the film's making seems to know that this is the kind of film they're supposed to be making.<br /><br />That betrayal is what hurts; but even without it, the fact remains that we don't like these characters, we feel embarrassed for the actors, the story is hopelessly muddled, and in the last analysis, we just don't care.<br /><br />I took it out of the DVD player about half way through. but the rental store wouldn't give me my money back.<br /><br />Now, that really hurts."""
77,"""6520_7""",1,"""The original DeMille movie was made in 1938 with Frederic March. A very good film indeed. Hollywood's love of remakes brings us a fairly interesting movie starring Yul Brynner. He of course was brilliant as he almost always seemed to be in all of his movies. Charlton Heston as Andrew Jackson was a stroke of genius. However, the movie did tend to get a little long in places. It does not move at the pace of the 1938 version. Still, it is a fun movie that should be seen at least once."""
78,"""9952_8""",1,"""Before watching this movie I thought this movie will be great as Flashpoint because before watching this movie Flashpoint was the last Jenna Jameson and Brad Armstrong movie I previously watched. As far as sexual scenes are concerned I was disappointed, I thought sexual scenes of Dreamquest will be great as Flashpoint sexual scenes but I was disappointed. Except Asia Carrera's sexual scene, any sexual scene in this movie doesn't make me feel great (you know what I mean). The great Jenna Jameson doesn't do those kind of sexual scenes of what she is capable of. Felecia and Stephanie Swift both of those lovely girls disappoint me as well as far as sexual scenes are concerned.<br /><br />Although its a adult movie but if you aside that sexual scenes factor, this movie is very good. If typical adult movie standards are concerned this movie definitely raised the standards of adult movies. Story, acting, direction, sets, makeups and other technical stuff of this movie are really great. The actors of this movie done really good acting, they all done a great job. Dreamquest is definitely raised the bar of quality of adult movies."""
